GNB,LR,PAC,Pct,RC,SGDC,LSVC,SVC,KNC,MLPC,DTC,ABC,BC,ETC,GBC,RFC,HGBC,XGBC,LGBMC,CBC
0.45543560188483956,0.8503479025837404,0.8524080592187361,0.8239625829339993,0.7945897175760879,0.35961854804447463,0.8486383352503528,0.8486103707283144,0.8187223491378625,0.728908240956612,0.7993820338314762,0.8035740778829721,0.8393970778066778,0.8631239645210037,0.8423231160396588,0.8730889945005514,0.8324679531183724,0.8116559338846514,0.7989918115773561,0.8539106713035226
0.45543560188483956,0.8415592122070147,0.8474029204617587,0.8408514680546356,0.796517034164093,0.8523488541018817,0.8485874947253537,0.8448859877231609,0.8186234490279709,0.8409486155652308,0.7993820338314762,0.8035740778829721,0.8376766836708893,0.8631239645210037,0.8423231160396588,0.8713411715530495,0.8324679531183724,0.8116559338846514,0.7992401888081673,0.8539106713035226
0.2915716410360725,0.32496403966992204,0.05506063159577089,0.03100472512237218,0.33220342094458116,0.37450329573942787,0.33587857012679323,0.32496403966992204,0.8976665165150165,0.32496403966992204,0.8635514720746958,0.8572902051383926,0.9150852868427735,0.9185972519106786,0.9220557271597154,0.9255714036443209,0.9045590602641492,0.907997839128329,0.9060484350010302,0.9147240078770205
0.3826710419869846,0.852327305846379,0.8857633194884803,0.8572331733759322,0.8398090733198346,0.8840840456031184,0.880490765066281,0.8820546413113391,0.8703828920465483,0.8830883003953366,0.8922203389207305,0.8851372926807752,0.9101498922387817,0.9153468030511427,0.9102391945608463,0.9169906262911326,0.9101165585787977,0.9084327457103026,0.9081862862034692,0.9066714245254737
0.2799983823722028,0.3556342775793359,0.14724879974634472,0.4226228218441995,0.350656929438442,0.4307711730679403,0.3445325428434401,0.32496403966992204,0.49858640715227753,0.47070025309606967,0.8768547861042492,0.8704365812019141,0.9168770642344175,0.9185972519106786,0.9238591451437025,0.9255714036443209,0.9045590602641492,0.9098679638706175,0.9077477481417082,0.9078851310202215
0.38256611437937443,0.8535293976407324,0.886152815839707,0.8414044220098558,0.8470765329505148,0.8853519690688951,0.876940414893446,0.8524235060490981,0.8517333529186744,0.8772677702720603,0.8829462254809247,0.8871334538059735,0.9118653257718774,0.9153468030511427,0.9068009782273706,0.9169906262911326,0.9082093779774458,0.905136618406039,0.911843722065836,0.8998982979629752
0.6959042794907824,0.8464297894637394,0.8524080592187361,0.8239625829339993,0.7963490589795995,0.366653338247452,0.8466707537486994,0.839650563704099,0.8198603013137048,0.2258524175287434,0.7969413299718752,0.7940928207592981,0.8650729780318458,0.8691999110130533,0.8565416798842295,0.8682751425536313,0.8527501674338394,0.858355071530792,0.8404940783286623,0.8621158461681385
0.7030826563532085,0.8523386000405733,0.8555453813231486,0.8479799911182393,0.8213591945651885,0.850993896177679,0.8539839545790238,0.844420933350593,0.8205249244798987,0.8305747944233236,0.7955450565904338,0.8035052942894838,0.8623753001161085,0.8594367005719867,0.8443023307919512,0.8706143784390673,0.8277559500487676,0.832504027824929,0.8484666257875136,0.8601469389894142
0.391437219502189,0.8503479025837404,0.8524080592187361,0.8237616156658848,0.7805865150824702,0.8469450649838683,0.8486383352503528,0.8342632732924996,0.8185955247057021,0.35631997130458093,0.8724690231579891,0.8842033378878972,0.9152354850591652,0.9167596855179372,0.9187602125063705,0.920234359190709,0.9111642361684322,0.9133671275605997,0.9060185166791892,0.9095357787244779
0.3834063074097959,0.8572459551105095,0.887709848345354,0.8899122620075464,0.8399413035950383,0.8858153059597422,0.890841512119378,0.8486331787047768,0.8614672729144862,0.867542946016436,0.8970630259720187,0.893874837559627,0.9101037978375002,0.9153468030511427,0.9084859123498138,0.9169906262911326,0.9082089112550568,0.9016647578696658,0.9101374977488212,0.9013888720306681
